,name,tweet,retweets,location,country,created,followers,is_user_verified,vader_sentiment
20,LuigiFormiconi,@Ivano_C66 @RosellaLara19 Covid tax.,0,Cori,Italy,28-May-2020,813,False,neutral
21,DoctorMandira,"BC (before covid) #travelphotography #Venice #italy 
@MatthewWitekMD @DoctorMandira @GTVcelebrity https://t.co/RyCnjHetH6",1,On Air or In the Air,Italy,28-May-2020,479,False,neutral
22,LuPoten,"@venkmurthy @abledoc @drjohnm @reverendofdoubt @RogueRad @CMichaelGibson @anish_koka @zakkohane @RoxanaDaneshjou Thus: based on your assumptions, would you screen all patients with negative covid history/symptoms who need to be admitted for elective procedures? How would you calculate the threshold for a positive trade-off of such approach ?",0,"Bologna, Emilia Romagna",Italy,28-May-2020,381,False,positive
23,SinanZekiri,"Two deadly viruses are killing americans: Covid-19 and Racism.
#Minneapolis #GeorgeFloyd #DerekChauvin",0,"Bergamo, Lombardia",Italy,28-May-2020,461,False,negative
24,thevampsgiorgia,In love with my new hair by katia__musso  🥰 #degradehair #degradejoelle #degradè #blonde #blondehair #in #love #covid_19 #ringlight #l4l @ Centro Degrade' Joelle Momenti Hair Salon https://t.co/n2SUDjBZmC,0,Italia,Italy,28-May-2020,1909,False,positive
25,DenisBreda,"Getting ready for work... 4 days at home and tired lol.

#police #thinblueline #lawenforcement #cops #k #policeofficer #military #policia #cop #sheriff #polizei #army #backtheblue #bluelivesmatter #tactical #covid… https://t.co/YOTmSrjejx",0,Italia,Italy,28-May-2020,156,False,positive
26,ottawa72,@Makro_trader So you were short at 19x per forward and now long at 22x. Make sense thank u. Reality is that without Covid your short would have never worked probably.,0,Milan,Italy,28-May-2020,56,False,positive
27,mkl,"Why your next #holiday in Europe will change.
#tourism #travel #COVID19 #covid 
 https://t.co/qNkhoHqQUR",0,Europe,Italy,28-May-2020,10606,False,positive
28,DrSusanNasif,"@TwitterSafety Your administration in the Middle East doesn't remove any #FakeNews about #COVID__19 

I reported million of times. 

Also thanks for unverifying my account despite 3 times request.",0,🇮🇹  ,Italy,28-May-2020,16918,False,positive
29,openroadsmb,Thank you @eTwinning_Ita .A great opportunity and inspiring webinars to face the #Covid_19 https://t.co/FeLBdpYfGq,0,"Piacenza, Emilia Romagna",Italy,28-May-2020,866,False,positive
30,Lamhfada,"Slight increase in Italian #COVID19 cases today.
Overall,

150,604 healed

47,986 currently positive

33,142 dead

Among the currently positive:

40,118 are in home isolation

7,379 hospitalized with symptoms

489 in intensive care #Covid_19 #CoronaVirus https://t.co/GyjHEp4ICk",0,"Galway, Ireland",Italy,28-May-2020,5650,False,positive
31,santinaf,@Inconsapevole2 Effetto covid,0,messina italia,Italy,28-May-2020,1187,False,neutral
32,adriandelmonte,🇮🇹 Italy’s active #Covid_19 cases drop below 50K for the first time since March 22 🙏,5,"Milan, Lombardy",Italy,28-May-2020,18711,True,positive
33,foggy65,"This is fantastic @vandykhealthcare! Thank you for all the hard work you do, on the dancefloor and off. ""Working Our Way Back to You
Great day for a Jersey Boys #DanceBreak to relieve stress from the front lines of the COVID-19 pandemic. https://t.co/HCWLapj3Fc",0,,Italy,28-May-2020,6,False,positive
34,LivinWrite,"This guy got all his info on Covid-19 from reading Trump’s tweets and watching a Fox News. He didn’t listen to Fauci. He didn’t wear a mask. He didn’t social distance. Be smart. Don’t be like this guy.
#coviddiaries… https://t.co/Tb1x9NntQu",0,"Casperia, Rieti, Italy",Italy,28-May-2020,607,False,positive
35,jaymayokay,"Creative Balcony Initiatives images that remind me of the COVID-19 quarantine (Pope Francis on the balcony at St. Peter's Cathedral, Vatican City, Rome… https://t.co/4L1vhw2BIz",0,"Newport NSW, Australia",Italy,28-May-2020,581,False,positive
36,Gianngiuffre,"WELCOME TO TRAPANI, THE FIRST DISTRICT IN ITALY COVID FREE!!! #COVID #CORONAVIRUS #ITALY #SICILY #TRAPANI",0,Trapani,Italy,28-May-2020,66,False,positive
37,paololodebole,Stories from open air market #firenze #fotoreporter #fotoreportage #covid_19 #coronavirus #phase2 #fase2 #fotografia #tricolore #people #paololodebole #paololodebolefoto #pictures #instagram #instapic #instafoto… https://t.co/53fvT6OaYb,0,Tavarnuzze,Italy,28-May-2020,301,False,neutral
38,LeonardoLovati,Americas Will Be Hardest Hit by COVID-19 Job Losses :ILO https://t.co/p6tFThg0Ls,0,Italy,Italy,28-May-2020,74,False,negative
39,MarioDiPiazza2,"Sorry we re fucked.

#italia #italy  #covid_19 #coviditalia #covid19 #andratuttobene #iostoacasa #iorestoacasa #snoopy #art #streetart  #verità #veritasuimuri @ Italy https://t.co/ijset6ZSlT",0,Prato,Italy,27-May-2020,278,False,negative
40,yemi_adeyeye,"Attention to the politics of these discussions. To be clear, social class is strongly linked to food identities and it matters more in time like this - #Covid_19 era. It is less about the message but the way messages are conveyed and delivered. Slogans like...

2/n",0,Worldwide,Italy,27-May-2020,1237,False,positive
41,endemixdj,"FAST FASHION IS NOT DEAD OF COVID❗ 
__________
E N D E M I X 

#phasetwo #afterlockdown #shopping #downtown #hm #hmitaly #hmxme #hmman #restezprudents #lockdownshopping #milanshopping #shoppingmilano… https://t.co/B2QB2VjndW",0,,Italy,27-May-2020,45,False,positive
42,_GettemGone,Covid face ass https://t.co/SrA2SiZIOd,0,"Vicenza, Veneto",Italy,27-May-2020,451,False,negative
43,_GettemGone,Bruh At this point COVID come back 😭😭😭,0,"Vicenza, Veneto",Italy,27-May-2020,451,False,negative
44,studave,"Jumps and dh bikes are sick😍👌🤟🏼
.
.
.
.
.
.
.
.
.
#ridenf #clubnf #kamloopsbc #bikeranch #kona #downhillbike #downhillbikes #bcmtb #jumps #bikepark #dreams #covid_19 #troyleedesigns #konabikes @ Batti Manine https://t.co/4qHDdnk3Tu",0,whistler-canada-bc ,Italy,27-May-2020,161,False,positive
45,Papijoee75,That COVID-19 test fucked my nose up brah...,0,"Yauco, Puerto Rico 🇵🇷",Italy,27-May-2020,216,False,negative
46,FaithCompassion,"@realDonaldTrump Verba Volant SCRIPTA Manent: here on Twitter day by day tweet by tweet the Fastest and Greatest  efforts against the covid of the POTUS, of the CDC, of the FEMA and of all other Heroic First Responders🇺🇸🌹 Don’t change the Reality that we lived, left-media!😡",0,"Nettuno, Lazio",Italy,27-May-2020,1969,False,positive
47,mark1960,"Just another working day #work #day #job #coronavirus #covid19 #covid #covi̇d_19 #keepsafe #health #teneteduro #staystrong #fightvirus
#fightcoronavirus #celafaremo💪 @ A1 Svincolo Modena Nord https://t.co/41KvmPxGHA",0,Campi Bisenzio (FI),Italy,27-May-2020,94,False,neutral
48,cerbino,"very good opportunity for undergrads interested in biological physics!!! free, open, online summer school! covid brings also some good! https://t.co/WjSAh7fSX3",0,"Milano, Lombardia",Italy,27-May-2020,822,False,positive
49,RositaRijtano,End of #Schengen - #COVID__19 https://t.co/VBikXPdpcR,2,"Roma, Lazio",Italy,27-May-2020,3204,False,neutral
50,JenMax57,"@bs_doe @MagnumCaseum You're KIDDING, right? (Rhetorical question) There is no Covid-19, so it can't possibly be a ""bio weapon..""",0,"Milano, Lombardia",Italy,27-May-2020,2215,False,negative
51,Pomamegbe1,@Ekwulu Black man chops money and squelch.  Things of the world with no value and no lessons ever learnt from COVID-19.  The white men are building hospitals and more infrastructures to boost their economies but black man is wasting their money on things that are not intrinsic.,1,"Milan, Lombardy",Italy,27-May-2020,272,False,negative
52,LeonardoLovati,How South America became a coronavirus epicenter https://t.co/HcbpQ5YlVP via @voxdotcom,0,Italy,Italy,27-May-2020,74,False,neutral
53,AlessiaAndreola,"Saint Mark Square, #Venice #saintmarksquare #COVID__19 https://t.co/E5YTYiLbrE",0,"Veneto, Italia",Italy,26-May-2020,28,False,neutral
54,chruggeriTg2,BBC News - Coronavirus: French alarm at Covid-linked Med pollution https://t.co/TwzMKCaJaP👇👇🤬🤬,0,"Rome, Italy, world",Italy,26-May-2020,6056,False,negative
55,matteo_petitti,First @retesemi &amp; https://t.co/3IB9KQ3peN 2020 #organic #tomato field trial in the ground in spite of #Covid_19 restrictions. Third &amp; last year of #organic participatory #breeding within @LIVESEEDeu project https://t.co/XZFXT6cnyl,5,,Italy,26-May-2020,151,False,negative
56,giamgall,"Non è farina del mio sacco
 #Factfulness @HansRosling lists 5 global risks that we should worry about. The 1st in that list was global pandemic. Was rereading the section on global pandemic today. Seems quite prophetic now.
#COVID__19 @OlaRosling @Gapminder @AnnaGapminder",0,,Italy,26-May-2020,29,False,negative
57,cannedcat,"Canada: neglected residents and rotten food found at care homes hit by Covid-19

https://t.co/Km8nmeIN05",0,"Milan, Italy",Italy,26-May-2020,2004,False,positive
58,FaithCompassion,@DeannaWAVY @WAVY_News Don’t think this covid could be won with the charity. Think we’ll win together PAYNG the Scientific Research for the Good Health of all our Human Brothers. Sometime the Cost of Liberty is written in the Money!,0,"Nettuno, Lazio",Italy,26-May-2020,1969,False,positive
59,elianoimperato,"Children are pictured in the Archaeological Park of #Pompeii, near #Naples, southern #Italy, on May 26, 2020. The archeological site of Pompeii reopened to the public on May 26 after closing on March 8, 2020.
#Covid_19 #coronavirus https://t.co/4ut0SoNRRU",0,"Napoli, Italy",Italy,26-May-2020,682,False,neutral
60,MaxGodi,COVID-19 SALES @ Infinity Woman Fashion Store https://t.co/uXgFRdBgHa,0,C.E.O. GODI S.r.l.,Italy,26-May-2020,51,False,neutral
61,dede_84,"Currently seen the program of the next APSA conference. Urban and local politics section seems exciting. Proud that my ongoing research, deeply impacted by Covid, is in, but not possible to travel safely, why not foreseing an online conference as many others?",0,"Florence, Toscane",Italy,26-May-2020,188,False,positive
62,UanikhehiBunmi,"Earth 🌍 may not be the only planet ,but it’s the only one that matters. so look after it.#BREAK_THE_SILENCE #COVID__19 #Earth #nature #coronavirus",0,"Lecce, Apulia",Italy,26-May-2020,36,False,positive
63,RacheleBranca,Never stop learning! Very valuable course on Covid-19 contact tracing! https://t.co/azv2GaxYi6,0,"Roma, Lazio",Italy,26-May-2020,199,False,positive
64,FaithCompassion,@mitchellvii The invisible enemy is not the covid but the invisible as soon well visibile damage to the US Economy through this fantomatic virus😱😡 hope in November the People will know how distinguishing among TRUTH and last fake!,0,"Nettuno, Lazio",Italy,26-May-2020,1969,False,positive
65,FaithCompassion,"@mitchellvii The number of million of “covid-dead” spread by the left-press in my mnd are fake because never supported by names, authopsy and other evidence! Meanwhile the people have to fight the usual grave disease...passed for covid😡 Is a ignoble plan!",0,"Nettuno, Lazio",Italy,26-May-2020,1969,False,negative
66,WebizzMarketing,Free webinar! At 3 pm BST- How should SMBs  communicate During covid? #webinar #Webinars #covidcommunication #covid #Covid_19 https://t.co/2DVda9LfqG,1,,Italy,26-May-2020,83,False,positive
67,MswahiliBandia,"The real Nairobi life. Not the fancy fancy the Internet lies.
Hope the covid threat ends soon https://t.co/T02hncGYil",0,"Milan, Lombardy | Malindi, KE",Italy,26-May-2020,1234,False,positive
68,francopizzetti,"As stark landmark looms, Trump pursues political obsessions

https://t.co/XlbDXSGRgr",0,,Italy,26-May-2020,24655,False,positive
69,caricaturella,•Esattamente un anno fa! / •One year ago today! #InterEmpoli #Inter #FCIM #ForzaInter #NotForEveryone #Amala #Timeless #CoronavirusItalia #Covid #Coronavirus #SerieA #UCL #Calcio #Football #Milano #Italia • https://t.co/QedFTDYAPP https://t.co/hKCrDsDd0V,29,"Milano, Lombardia",Italy,26-May-2020,22460,False,neutral
70,alessandroconti,#covid_19 #covid19 #coronavirus #movida @ Arcore https://t.co/yexsQxq7CT,0,arcore ,Italy,26-May-2020,976,False,neutral
71,twentydays,"AND THEY CAME

The Italian Frecce Tricolore (the acrobatic Italian Air Force Squad) flew over Turin yesterday.

They started from #Codogno (the town which the symbol of the fight against #covid_19) and will fly over… https://t.co/e3pW5VpzjI",0,"Torino, Italy",Italy,26-May-2020,39,False,negative
72,ADAPT_bulletin,"#Brexit and #Labour Standards at the time of #COVID19 – To Converge or to Diverge, that is the Question - Regulating for Globalization https://t.co/tgJMbrWLyH",3,,Italy,26-May-2020,2377,False,neutral
73,paololodebole,Stories from phase2 #firenze #covid_19 #coronavirus #fase2 #phase2 #fotoreporter #fotoreportage #sport #tennis #foto #fotografia #fotografiasportiva #instagram #instagrammers #instatennis #picoftheday #photooftheday… https://t.co/V7Ug3X8muE,0,Tavarnuzze,Italy,26-May-2020,301,False,neutral
74,wirko94,"Podemos’s COVID Tax Will Make the Millionaires Pay for Spain’s Recovery

https://t.co/wMmKzu5ZcN",1,Romagna/Milano/Bruxelles,Italy,25-May-2020,4927,False,negative
75,cannedcat,"This Thyroid Disorder May Be A Marker For Covid-19 Infection

https://t.co/lMAqQC18Xo",0,"Milan, Italy",Italy,25-May-2020,2004,False,negative
76,AntoninoSpin,"@SWexner @AmCollSurgeons @CleveClinicFL @RCSnews @mortensen_neil @ouhcolorectal @HumanitasCRS Feel privileged to contribute with  @SWexner and  @mortensen_neil to the webinar organized by @RCSnews on responses and exit strategies for COVID 19 

@UniofOxford @CleveClinicFL @HumanitasMilano @HUNIMED",2,"Milano, Lombardia",Italy,25-May-2020,3704,False,positive
77,cannedcat,"As Covid-19 Disrupts Global Supply Chains, Will Companies Turn to India?

https://t.co/YN23peOGY3",0,"Milan, Italy",Italy,25-May-2020,2004,False,neutral
78,cerbino,"[2/2] All of them stayed for two full hours of blending and flipping with several questions at the end. Cherry on the cake, we introduced them to the beauty of @ABC_LD and @ABCtoVLE

Let’s transform the COVID-19 emergency into an opportunity to improve our teaching! https://t.co/ttpEqfbdUD",5,"Milano, Lombardia",Italy,25-May-2020,822,False,positive
79,elianoimperato,"A man plays guitar on the street downtown #Naples, southern #Italy, on May 25, 2020.

#COVID__19 #covid_19 #coronavirus https://t.co/R5oXWjbZ60",0,"Napoli, Italy",Italy,25-May-2020,682,False,positive
80,twentydays,"TRICOLOR!!!

The Italian Frecce Tricolore (the acrobatic Italian Air Force Squad) flew over Turin today.

They started from #Codogno (the town which the symbol of the fight against #covid_19) and will fly over many… https://t.co/i99LXh2k8K",0,"Torino, Italy",Italy,25-May-2020,39,False,negative
81,WTroostEkong,"Be a team player in beating #COVID-19! 
Wash your hands as often as possible with soap and water for at least 20 seconds! Also, remember to avoid touching your face. Make health your
goal and let’s stay #HealthyAtHome @CommonGoalOrg @LeonBalogun https://t.co/UrJaBGJgxC",10,"Udine, Friuli-Venezia Giulia",Italy,25-May-2020,95243,True,negative
82,riccardinouk,"Reconnecting, slowly #riccardoromaniphotography #covid_19 #roma🇮🇹 #romacapitale #colosseum #colosseoroma #art #history #sunset #Italia #goodvibesonly✨ #restart #freedom #travelphotography #streetphotography @ Rome,… https://t.co/ahgI1uZPgC",0,Londra,Italy,25-May-2020,8871,False,positive
83,SofiaRastello,"A renewed and equal partnership with Africa should be underpinned by EU commitments on health, social protection &amp; 140b EU aid budget in the next #MFF. @JuttaUrpilainen @vonderleyen, do you share our vision? #ONEWorld #AfricaDay @ONEinEU  https://t.co/59ZtDSBHAM",0,"Torino, Piemonte",Italy,25-May-2020,216,False,positive
84,CesareCarta,Posti Covid free. @ Rena Majore Nord - Nurra https://t.co/nAVPqZNOTZ,0,Sassari Italy,Italy,25-May-2020,1597,False,positive
85,matilderipinto,"options: 
1)Covid suddenly “disappeared” for Memorial Weekend 
2)These people are superheroes 
3)stupidity 

This is a video of the US, but can be related of some Italian movida streets...

I’d like not to be stuck at home this summer 

I believe people can be smart https://t.co/RE57owJlIg",0,"Messina, Sicilia",Italy,25-May-2020,276,False,positive
86,deliaclear,@PeterJStockwell They are pretty covid free areas. You'll be fine. We have been much stricter than the uk here. And most people are social distancing.,0,,Italy,25-May-2020,237,False,positive
87,deliaclear,Cummings is late for press conference. UK becoming more Italian every day. Conte has never once been on time addressing the nation all through the covid crisis. Will need to update my slides on crosscultural values. #cummingsstatement #Conte,1,,Italy,25-May-2020,237,False,negative
88,gcMC4E,"@NLS2744 Don’t give up, we’ll keep on fighting to covid and we’ll win, so thankful to your daughter...",0,"Milan, Italy",Italy,25-May-2020,918,False,positive
89,mafolcia,"@gerardo_altieri @MartinBrownHSG @PwC_Italia @Sara_marcozzi @ValentinaGril18 True! Online #payments in IT are surging due to new consumers experiencing ecom this period Impacts of #Covid_19 has pushed trends but consistent data are still required Once consumers begin using new services, few tend to go back We expect this to be the new normal going forward",0,"Milano, Lombardia",Italy,25-May-2020,216,False,positive
90,NickWhithorn,"@JMPSimor In Italy, if you leave your home after testing positive for Covid-19, you can be charged under Article 452 of the Criminal Code, which carries a sentence of 3 to 12 years.",128,Messina and Kingston upon Hull,Italy,25-May-2020,2002,False,positive
91,dimitri_conti,"Time to pray 🔫 

#Battesimi #Covid_19 https://t.co/w5OCfikWi1",0,"Firenze, Toscana",Italy,25-May-2020,215,False,positive
92,laurac2605,Covid-19 and the new war on terror https://t.co/XH6gbJFBgK,0,italy,Italy,25-May-2020,817,False,negative
93,LawrenceMarc32,"Le Frecce Tricolori, Italy’s acrobatic flying squad, flying over the most hit cities by the Covid 19 virus #freccetricolori #milano #milan #milancity #coronavirus #covid19 @ Milan, Italy https://t.co/m4NE6PgVgW",0,from London to Milan,Italy,25-May-2020,43,False,neutral
94,npeci,"Plasma #donation in the #Covid era.
#plasma #randomactofkindness #blood #civilservice https://t.co/s2ZBfnQDAm",0,firenze,Italy,25-May-2020,384,False,neutral
95,Carlo_Abrate,"Nearly half of Twitter accounts pushing to reopen America may be bots https://t.co/C9pG8UGpnJ 
#Fakenews #Covid19 #Bots #AI",1,Italy,Italy,25-May-2020,2298,False,neutral
96,GnomishMath,"No covid ✅, no heart attack ✅, more blood tests today but I think I narrowed it down. Must've been a bad egg... 😂👍👽🥚🐣😎 (For real though, it's probably just gastritis. ) @ Ospedale S. Bassiano https://t.co/SRMV6q62nY",0,RT/Follow ¬⇒ Endorsement,Italy,25-May-2020,1015,False,positive
97,ndreabellini,I think that the #Covid_19 emergency revealed that the #Europe2020 strategy well interpreted the #challenges and possibile solutions for the next #future. And that we didn’t take it seriously.,0,Somewhere in time,Italy,25-May-2020,904,False,positive
98,twentydays,"THE LADY'S RESIDENCE

This photos are pre #covid_19. It's details of Palazzo Madama - the Lady's Palace - former medieval Acaja castle, royal residence and the residence of two ladies of the House of  Savoy (hence… https://t.co/6v0rP37Tjo",0,"Torino, Italy",Italy,25-May-2020,39,False,neutral
99,paololodebole,Stories from Sunday #covid_19 #coronavirus #phase2 #fase2 #fotoreporter #fotoreportage #paololodebole #paololodebolefoto #pictures #fotografia #bw #instagram #instapic #instagrammers #igerstuscany #igersitalia… https://t.co/whof7ETiSu,0,Tavarnuzze,Italy,25-May-2020,301,False,neutral
100,rasko_da,"@lifeofmoe93 @Noahpinion Isn't it cherry picking? I don't wanna question your point as it may be right, but is it correct to compare Sweden with the two countries in lockdown sharing the highest rates of new daily covid deaths?
I do believe it's better to choose similar countries (Finland,Denmark, etc.)",0,Nauru,Italy,25-May-2020,24,False,positive
101,rsaracco,Lights and Shadows of Covid-19 on Digital Transformation – XIX https://t.co/GkF7id4xyV,0,"Torino, Italy, I",Italy,25-May-2020,407,False,neutral
102,gemsparkdiamond,"During COVID-19. I am Refuelled, Recharged, Reborn, Rejuvenated, Tuned more humble &amp; divine. Looking forward for a great future with prosperity. Feeling so blessed - Simply loving it 👍. https://t.co/dT6J5COYOh",0,"Mumbai, India",Italy,25-May-2020,1252,False,positive
103,sarahmhowell,"We wanted to meet up during the OUP National Conferences to celebrate the publication of our new course but then Covid 19 happened and it wasn't possible - so here we are in a virtual group shot!
Hopefully we can all… https://t.co/NYltSwFWan",0,"Osimo, Italy",Italy,25-May-2020,2082,False,positive
104,InfoLifephoto,At the park #covid_19 #covid #covid19 #life #lifestyle #garden #walk #dog #pet #leisure #peace #calm #urban #urbanjungle #city #citylife #public #publicgarden #green #milano #milan #italy #italia #europe #street… https://t.co/duEebUAhMg,0,Milano,Italy,24-May-2020,70,False,positive
105,Anisia90,An incalculable loss #covid #NewYorkTimes https://t.co/m5EJtS3iN6,0,Città Sant' Angelo,Italy,24-May-2020,245,False,negative
106,max98765,"Sasha COVID free
#andratuttobene #90giorniperinnamorarsi",0,"Bracciano,Rome",Italy,24-May-2020,55,False,positive
107,RomeHabiCabs,"romehabicabs Book your tour with HABI🚕✈️
.
#ilovetravel #roma #rome #trip #travel #igersrome #inrhome #transfer #nccroma #traveler #TravelAwesome #travelpic #traveldeeper #travelersnotebook #traveling #covid #rome @… https://t.co/rDu1lKUWNg",0,"Roma, Lazio",Italy,24-May-2020,387,False,neutral
108,adamhodgkin,Scott Galloway going on a mega rant about the universities post COVID. The international story is a bit different https://t.co/YpesrBpvYJ,0,Florence ,Italy,24-May-2020,1255,False,negative
109,Igli_Marion,"After the loss of someone you love.
Pain leaves, beauty is forever.
Acrylics on surgical mask.
#COVID #COVID19 #StayHome #iglimarion #love https://t.co/HJprsO7Wx1",0,"Milan, Italy",Italy,24-May-2020,1733,False,positive
110,elianoimperato,"A newspaper seller wearing a face mask and gloves as a precaution against the #COVID_19 #coronavirus stands outside a kiosk downtown #Naples, southern #Italy. 2020. https://t.co/s4viVti7xt",0,"Napoli, Italy",Italy,24-May-2020,682,False,neutral
111,SabrinaMiceli3,Covid Sicilia https://t.co/fJXX2wweQg,0,Alia,Italy,24-May-2020,727,False,neutral
112,MYembassyRome,"The Embassy of Malaysia in Italy &amp; Embassy of Malaysia in Holy See would like to wish all Malaysians, Selamat Hari Raya Aidilfitri, Maaf Zahir &amp; Batin. Stay safe &amp; take care. 
#Covid_19 
#salamperantauan 
#KitaJagaKita 
#kitamestimenang https://t.co/q0CDhTJZX1",9,"Via Nomentana 297, 00162 Rome ",Italy,24-May-2020,1201,False,positive
113,dea_roszva,little time available but when there is rhythm it is never enough ...#movida #shalotto #24maggio #AlbertoAlesina #EidAlFitr #GALLERADIMETTITI #davidovsburnaboy #JuveInter #mezzorainpiu #COVID #jodohditanganantono #lockdown #JHOPE #เนเน่ #EidUlFitr # https://t.co/Mm2t6rtkiY,0,"Milano, Lombardia",Italy,24-May-2020,1494,False,neutral
114,ilPrivi,"""The Quarantine Residency is an Online Artist Residency project begun during the COVID-19 pandemic. It was conceived as a way to connect artists and curators across the world in a moment when this would otherwise be… https://t.co/YBiihzempx",0,"Roma, Lazio",Italy,24-May-2020,160,False,neutral
115,thedamienfrost,"Social Distancing #92
Valentina Tafferini tafferovskii
Turin, Italy. May, 2020
.
“Italy was the first European country to be affected really hard by Covid, but things here have started to come back to normality.
As a… https://t.co/4k6pbpJ2rP",0,London,Italy,24-May-2020,329,False,negative
116,Krummenator,"@RudyC443 Team members are like a family members and we are all negative for covid-19. Outside the box, we always wear the masks 👍🏼",0,Schweiz,Italy,24-May-2020,6561,False,negative
117,fratara,Pseudoscience and COVID-19 — we’ve had enough already https://t.co/P6lf322ZTy,0,"Milano, Lombardia",Italy,24-May-2020,68,False,negative
118,Ash_Fxx,"I like my sunsets the same colour as my spritz’ 🍊 Would adore to be back here at some point when Covid fecks off, pls &amp; thanking u x @ Bardolino, Lago di Garda, Verona, Italia https://t.co/cr0fkv2YPo",0,"Manchester, England",Italy,24-May-2020,4531,False,positive
119,tuscanray,Post COVID 19 lockdown haircut. Summer is here? Bring it on! @ Azienda Agricola Casamonti https://t.co/Ia0cmms1MQ,1,"Tuscany, Italy",Italy,24-May-2020,23641,False,neutral
120,Ale_Treglia,"Photo project:
Before and after covid_19

Title: 
???
What do you think about it?

#streetsofcovid_19 #beforeandaftercovid_19
@Ale_Treglia
@masters_in_bnw

#iorestoacasa #covid_19 #stayhome #staysafe… https://t.co/dZNXfn695B",0,Italy,Italy,24-May-2020,62,False,neutral
121,paololodebole,Stories from social distancing #phase2 #fase2 #covid_19 #coronavirus #fotoreporter #fotoreportage #instaflashmob #paololodebole #paololodebolefoto #fotografia #pictures #scuola #picoftheday #igerstuscany… https://t.co/yXHnrDRgid,0,Tavarnuzze,Italy,24-May-2020,301,False,neutral
122,elianoimperato,"This picture taken on May 23, 2020 shows an excavator at work to prepare the beach of lido Scalzone in #CastelVolturno, southern #Italy.

#covid_19 #coronavirus https://t.co/tK3ndZpegE",0,"Napoli, Italy",Italy,23-May-2020,682,False,neutral
123,LStreefkerk,"Interview in Magazine ‘de Smaak van Italië’ with Dutch accommodation owners coping with Covid. Tired ‘worry’ bags under the eyes, but we’re strong survivors... 
#vivendolavita @smaakvanitalie #covid19 #tuscany… https://t.co/bfiTBSTRlt",0,Florence,Italy,23-May-2020,102,False,positive
124,BignamiElena,@MTV @ladygaga @ArianaGrande So shit level full of mysogyny this comment 4aMuzikTv so i wait you all stalkers psychopathic shits Will be dischaged or die of Covid After Will reopen #Mtv,0,MILANO,Italy,23-May-2020,4,False,negative
125,FaithCompassion,"@Razorsmack1 @mjgranger1 Worst: if left-media will continue their psychoterroristic grand battage on this covid,  I’ll confirm insight myself that this CoViAA20 (COmmunist VIrus AntiAmerican AntiTrump20) is created ad hoc😡",0,"Nettuno, Lazio",Italy,23-May-2020,1969,False,positive
126,StephenFanuka,When you have time to focus on the good. The good gets better.   #deposit. #covid #fuckthepandemic,1,NEW YORK,Italy,23-May-2020,6912,True,positive
127,FaithCompassion,"@va_shiva Trump said this since as candidate. Then? Heroic Potus was attacked injuried and insultded in four years of the most ignoble attempts to stop His Heroic Work to the USA! Hope it will be remembered in November, covid or not.",0,"Nettuno, Lazio",Italy,23-May-2020,1969,False,positive
128,ParlangeliA,.... my first espresso ☕️ after Covid lockdown! a new flavour! #espresso #newtaste #trytonacktonormality #enjoy😎 @ Castello Tolcinasco Golf Resort &amp; Spa https://t.co/axg1cHeGX4,0,Italy,Italy,23-May-2020,56,False,positive
129,manuprin,Our @etfeuropa #learningconnects insights about what education&amp;training systems are learning from the covid-19 emergency 👇👇👇👇 https://t.co/znBjLxLsEf,0,"Torino, Piemonte",Italy,23-May-2020,201,False,negative
130,LuigiMaggio2,"""Waiting for a solution""

#Fase2 #VillaGordiani #Roma #Rome #IgersRoma #Covid_19 #parco #natura #nature #streetphotography https://t.co/qDMHarBtrg",0,"Roma, Lazio",Italy,23-May-2020,16,False,positive
131,ManuelCarlotto,#DragonBall style during #covid #outbreak #andratuttobene #StaySafeStayHome https://t.co/xIjQ0UjJsI,0,,Italy,23-May-2020,272,False,neutral
132,webtropy,#Immuni Angola and Ghana have ma aged to develop a contact tracing app faster than Italy - what development company is behind it? https://t.co/9NJkS8R70R https://t.co/wwTXBgcZBa,0,"Formignana, Emilia Romagna",Italy,23-May-2020,3149,False,neutral
133,venicekayak,"Have you seen the awesome work our friends from 'We Are Here Venice' are doing to make Venice a better place?
Check out this article from CNN International they were just in.
https://t.co/RUwE7i2YRk
---------------------
#weareherevenice #CNN #CBV #BetterTourism #Venice",0,"Venice, Italy",Italy,23-May-2020,768,False,positive
134,g_carotenuto,"From My ongoing project 

- ALONG THE SARNO -

Sarno river is the fourth most polluted river on Earth, the first in Europe.

Covid-19 emergency stopped the production of all industries along the Sarno. 50 days of… https://t.co/Nr6RKYDDy6",0,Italia,Italy,23-May-2020,385,False,negative
135,LukeRays,"@adriawildlife @gavinjones10 However, besides any possible implications with COVID-19, it's an interesting matter.
You might have seen this video before, with yet another interesting theory about north/south genetic differences – it's the ""X-Terrons"" theory:
https://t.co/lAAniBz4RJ",0,"Milano, Italia",Italy,23-May-2020,47,False,positive
136,iamknucklehead1,@JoshuaPotash It would be a shame if every last one of them got COVID. A real shame I tells ya.,0,"Camaiore, Italy",Italy,23-May-2020,505,False,negative
137,conestini,What Are Education and Training Systems Learning from the COVID-19 Emergency? A view from @etfeuropa https://t.co/5o11CsLI4s via @developmentasia,7,,Italy,23-May-2020,711,False,negative
